run_dir,strategy,partition_id,partition_mode,x_split_km,repeat_id,t90_h,t95_h,t99_h,run_end_h
20260405_155744_54440_5659,strip_markov,equal_width_153,equal_width,153.0,1,14.960000,15.760000,29.300000,37.450000
